REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
TAS1,2026/07/01 00:05:00,962.83,9.80,TRADE
TAS1,2026/07/01 00:10:00,955.18,9.80,TRADE
TAS1,2026/07/01 00:15:00,956.51,9.80,TRADE
TAS1,2026/07/01 00:20:00,951.7,9.80,TRADE
TAS1,2026/07/01 00:25:00,932.76,9.80,TRADE
TAS1,2026/07/01 00:30:00,934.9,9.80,TRADE
TAS1,2026/07/01 00:35:00,946.53,9.80,TRADE
TAS1,2026/07/01 00:40:00,944.26,9.80,TRADE
TAS1,2026/07/01 00:45:00,940.4,9.80,TRADE
TAS1,2026/07/01 00:50:00,944.92,9.80,TRADE
TAS1,2026/07/01 00:55:00,949.75,9.80,TRADE
TAS1,2026/07/01 01:00:00,945.32,9.80,TRADE
TAS1,2026/07/01 01:05:00,947.18,9.80,TRADE
TAS1,2026/07/01 01:10:00,939.96,9.80,TRADE
TAS1,2026/07/01 01:15:00,930.26,9.80,TRADE
TAS1,2026/07/01 01:20:00,937.89,9.80,TRADE
TAS1,2026/07/01 01:25:00,946.83,9.80,TRADE
TAS1,2026/07/01 01:30:00,948.24,9.80,TRADE
TAS1,2026/07/01 01:35:00,949.17,9.80,TRADE
TAS1,2026/07/01 01:40:00,949.42,9.80,TRADE
TAS1,2026/07/01 01:45:00,948.78,9.80,TRADE
TAS1,2026/07/01 01:50:00,944.51,9.80,TRADE
TAS1,2026/07/01 01:55:00,942.07,9.80,TRADE
TAS1,2026/07/01 02:00:00,940.59,9.80,TRADE
TAS1,2026/07/01 02:05:00,942.85,9.80,TRADE
TAS1,2026/07/01 02:10:00,942.61,9.80,TRADE
TAS1,2026/07/01 02:15:00,940.32,9.80,TRADE
TAS1,2026/07/01 02:20:00,940.72,9.80,TRADE
TAS1,2026/07/01 02:25:00,935.99,9.80,TRADE
TAS1,2026/07/01 02:30:00,936.14,9.80,TRADE
TAS1,2026/07/01 02:35:00,934.8,9.80,TRADE
